# polypus-physics depth-dose experiment — numerical results
# beam: monoenergetic 100 keV photon pencil beam along +z from (0,0,0)
# medium: water (rho = 1000.0 kg/m^3)
# beam_energy_mev: 0.100000
# n_primaries: 20000
# seed: 2026
# geometry_box_min_cm: [-5.000, -5.000, 0.000]
# geometry_box_max_cm: [5.000, 5.000, 10.000]
# voxel_size_cm: 1.000
# dims_nx_ny_nz: [10, 10, 10]
# mu_100kev_water_per_m: 16.6780
# total_deposit_in_grid_mev: 463.684314
# overflow_mev: 0.000000
# note: dose_gy is absolute for n_primaries; dose_gy_per_primary = dose_gy / n_primaries
# note: local deposition is valid at 100 keV (e- range < 0.2 mm << 1 cm voxel)
ix,iy,iz,x_center_cm,y_center_cm,z_center_cm,energy_mev,dose_gy,dose_gy_per_primary
6,8,5,1.500,3.500,5.500,9.206291e-2,1.475010e-11,7.375052e-16
7,8,5,2.500,3.500,5.500,9.037218e-2,1.447922e-11,7.239610e-16
8,8,5,3.500,3.500,5.500,6.621270e-2,1.060844e-11,5.304222e-16
9,8,5,4.500,3.500,5.500,8.740752e-3,1.400423e-12,7.002115e-17
0,9,5,-4.500,4.500,5.500,3.268891e-3,5.237340e-13,2.618670e-17
1,9,5,-3.500,4.500,5.500,1.766246e-1,2.829838e-11,1.414919e-15
2,9,5,-2.500,4.500,5.500,6.210918e-2,9.950988e-12,4.975494e-16
3,9,5,-1.500,4.500,5.500,9.871798e-2,1.581636e-11,7.908182e-16
4,9,5,-0.500,4.500,5.500,1.505673e-1,2.412355e-11,1.206177e-15
5,9,5,0.500,4.500,5.500,7.314344e-2,1.171887e-11,5.859436e-16
6,9,5,1.500,4.500,5.500,2.060291e-1,3.300949e-11,1.650475e-15
7,9,5,2.500,4.500,5.500,2.325545e-1,3.725934e-11,1.862967e-15
8,9,5,3.500,4.500,5.500,8.922647e-2,1.429566e-11,7.147828e-16
9,9,5,4.500,4.500,5.500,2.192549e-2,3.512851e-12,1.756425e-16
0,0,6,-4.500,-4.500,6.500,1.062380e-1,1.702120e-11,8.510602e-16
1,0,6,-3.500,-4.500,6.500,3.032163e-2,4.858060e-12,2.429030e-16
2,0,6,-2.500,-4.500,6.500,1.622269e-1,2.599161e-11,1.299581e-15
3,0,6,-1.500,-4.500,6.500,4.994623e-2,8.002268e-12,4.001134e-16
4,0,6,-0.500,-4.500,6.500,4.206050e-2,6.738835e-12,3.369417e-16
5,0,6,0.500,-4.500,6.500,1.394548e-1,2.234312e-11,1.117156e-15
6,0,6,1.500,-4.500,6.500,1.158663e-1,1.856382e-11,9.281910e-16
7,0,6,2.500,-4.500,6.500,5.296465e-2,8.485872e-12,4.242936e-16
8,0,6,3.500,-4.500,6.500,5.915394e-2,9.477506e-12,4.738753e-16
9,0,6,4.500,-4.500,6.500,5.181432e-2,8.301570e-12,4.150785e-16
0,1,6,-4.500,-3.500,6.500,3.227488e-2,5.171007e-12,2.585503e-16
1,1,6,-3.500,-3.500,6.500,2.000954e-1,3.205882e-11,1.602941e-15
2,1,6,-2.500,-3.500,6.500,9.969177e-2,1.597238e-11,7.986191e-16
3,1,6,-1.500,-3.500,6.500,1.221329e-1,1.956784e-11,9.783922e-16
4,1,6,-0.500,-3.500,6.500,1.405227e-1,2.251422e-11,1.125711e-15
5,1,6,0.500,-3.500,6.500,8.011887e-2,1.283646e-11,6.418229e-16
6,1,6,1.500,-3.500,6.500,5.692623e-2,9.120588e-12,4.560294e-16
7,1,6,2.500,-3.500,6.500,1.065603e-1,1.707285e-11,8.536423e-16
8,1,6,3.500,-3.500,6.500,3.810751e-2,6.105497e-12,3.052748e-16
9,1,6,4.500,-3.500,6.500,6.333609e-2,1.014756e-11,5.073780e-16
0,2,6,-4.500,-2.500,6.500,3.288375e-2,5.268557e-12,2.634278e-16
1,2,6,-3.500,-2.500,6.500,2.009043e-1,3.218842e-11,1.609421e-15
2,2,6,-2.500,-2.500,6.500,1.140444e-1,1.827193e-11,9.135964e-16
3,2,6,-1.500,-2.500,6.500,1.498180e-1,2.400349e-11,1.200174e-15
4,2,6,-0.500,-2.500,6.500,1.902692e-1,3.048448e-11,1.524224e-15
5,2,6,0.500,-2.500,6.500,4.294928e-1,6.881234e-11,3.440617e-15
6,2,6,1.500,-2.500,6.500,2.783377e-1,4.459462e-11,2.229731e-15
7,2,6,2.500,-2.500,6.500,2.530684e-1,4.054603e-11,2.027302e-15
8,2,6,3.500,-2.500,6.500,4.905943e-2,7.860188e-12,3.930094e-16
9,2,6,4.500,-2.500,6.500,7.276342e-2,1.165799e-11,5.828993e-16
0,3,6,-4.500,-1.500,6.500,4.839099e-2,7.753092e-12,3.876546e-16
1,3,6,-3.500,-1.500,6.500,1.672017e-1,2.678866e-11,1.339433e-15
2,3,6,-2.500,-1.500,6.500,2.951800e-1,4.729306e-11,2.364653e-15
3,3,6,-1.500,-1.500,6.500,2.857421e-1,4.578093e-11,2.289047e-15
4,3,6,-0.500,-1.500,6.500,2.752135e-1,4.409406e-11,2.204703e-15
5,3,6,0.500,-1.500,6.500,4.371825e-1,7.004435e-11,3.502218e-15
6,3,6,1.500,-1.500,6.500,3.163123e-1,5.067882e-11,2.533941e-15
7,3,6,2.500,-1.500,6.500,2.423071e-1,3.882188e-11,1.941094e-15
8,3,6,3.500,-1.500,6.500,8.535033e-2,1.367463e-11,6.837315e-16
9,3,6,4.500,-1.500,6.500,1.209018e-1,1.937060e-11,9.685300e-16
0,4,6,-4.500,-0.500,6.500,4.440740e-2,7.114850e-12,3.557425e-16
1,4,6,-3.500,-0.500,6.500,2.902762e-1,4.650738e-11,2.325369e-15
2,4,6,-2.500,-0.500,6.500,4.002128e-1,6.412116e-11,3.206058e-15
3,4,6,-1.500,-0.500,6.500,6.199109e-1,9.932068e-11,4.966034e-15
4,4,6,-0.500,-0.500,6.500,1.180198e0,1.890885e-10,9.454426e-15
5,4,6,0.500,-0.500,6.500,1.226211e0,1.964606e-10,9.823030e-15
6,4,6,1.500,-0.500,6.500,5.536749e-1,8.870849e-11,4.435425e-15
7,4,6,2.500,-0.500,6.500,2.785794e-1,4.463334e-11,2.231667e-15
8,4,6,3.500,-0.500,6.500,2.044672e-1,3.275925e-11,1.637963e-15
9,4,6,4.500,-0.500,6.500,6.601935e-2,1.057747e-11,5.288733e-16
0,5,6,-4.500,0.500,6.500,9.569101e-2,1.533139e-11,7.665695e-16
1,5,6,-3.500,0.500,6.500,2.650247e-1,4.246164e-11,2.123082e-15
2,5,6,-2.500,0.500,6.500,3.127451e-1,5.010730e-11,2.505365e-15
3,5,6,-1.500,0.500,6.500,3.869079e-1,6.198948e-11,3.099474e-15
4,5,6,-0.500,0.500,6.500,1.492940e0,2.391954e-10,1.195977e-14
5,5,6,0.500,0.500,6.500,1.758158e1,2.816880e-9,1.408440e-13
6,5,6,1.500,0.500,6.500,5.702720e-1,9.136764e-11,4.568382e-15
7,5,6,2.500,0.500,6.500,2.728579e-1,4.371666e-11,2.185833e-15
8,5,6,3.500,0.500,6.500,2.641155e-1,4.231598e-11,2.115799e-15
9,5,6,4.500,0.500,6.500,1.914681e-1,3.067658e-11,1.533829e-15
0,6,6,-4.500,1.500,6.500,6.962812e-2,1.115565e-11,5.577827e-16
1,6,6,-3.500,1.500,6.500,2.192782e-1,3.513224e-11,1.756612e-15
2,6,6,-2.500,1.500,6.500,1.702603e-1,2.727871e-11,1.363935e-15
3,6,6,-1.500,1.500,6.500,2.432431e-1,3.897184e-11,1.948592e-15
4,6,6,-0.500,1.500,6.500,4.618753e-1,7.400059e-11,3.700029e-15
5,6,6,0.500,1.500,6.500,4.270063e-1,6.841395e-11,3.420697e-15
6,6,6,1.500,1.500,6.500,4.548579e-1,7.287627e-11,3.643813e-15
7,6,6,2.500,1.500,6.500,4.418332e-1,7.078948e-11,3.539474e-15
8,6,6,3.500,1.500,6.500,1.652449e-1,2.647515e-11,1.323758e-15
9,6,6,4.500,1.500,6.500,1.127265e-1,1.806078e-11,9.030392e-16
0,7,6,-4.500,2.500,6.500,6.002628e-2,9.617270e-12,4.808635e-16
1,7,6,-3.500,2.500,6.500,1.276790e-1,2.045644e-11,1.022822e-15
2,7,6,-2.500,2.500,6.500,2.638847e-1,4.227899e-11,2.113950e-15
3,7,6,-1.500,2.500,6.500,1.264345e-1,2.025705e-11,1.012852e-15
4,7,6,-0.500,2.500,6.500,3.402227e-1,5.450968e-11,2.725484e-15
5,7,6,0.500,2.500,6.500,2.350154e-1,3.765363e-11,1.882681e-15
6,7,6,1.500,2.500,6.500,1.974758e-1,3.163912e-11,1.581956e-15
7,7,6,2.500,2.500,6.500,8.401972e-2,1.346144e-11,6.730722e-16
8,7,6,3.500,2.500,6.500,2.214782e-1,3.548473e-11,1.774236e-15
9,7,6,4.500,2.500,6.500,1.458717e-1,2.337123e-11,1.168561e-15
0,8,6,-4.500,3.500,6.500,3.009407e-2,4.821602e-12,2.410801e-16
1,8,6,-3.500,3.500,6.500,8.591251e-2,1.376470e-11,6.882350e-16
2,8,6,-2.500,3.500,6.500,1.212630e-1,1.942848e-11,9.714241e-16
3,8,6,-1.500,3.500,6.500,1.770720e-1,2.837007e-11,1.418503e-15
4,8,6,-0.500,3.500,6.500,1.448724e-1,2.321112e-11,1.160556e-15
5,8,6,0.500,3.500,6.500,1.655998e-1,2.653202e-11,1.326601e-15
6,8,6,1.500,3.500,6.500,5.722666e-2,9.168722e-12,4.584361e-16
7,8,6,2.500,3.500,6.500,6.199809e-2,9.933189e-12,4.966594e-16
8,8,6,3.500,3.500,6.500,1.141367e-1,1.828671e-11,9.143356e-16
9,8,6,4.500,3.500,6.500,2.334915e-2,3.740947e-12,1.870473e-16
0,9,6,-4.500,4.500,6.500,6.351044e-2,1.017549e-11,5.087747e-16
1,9,6,-3.500,4.500,6.500,8.828623e-2,1.414501e-11,7.072507e-16
2,9,6,-2.500,4.500,6.500,4.730840e-2,7.579641e-12,3.789820e-16
3,9,6,-1.500,4.500,6.500,2.867673e-2,4.594519e-12,2.297259e-16
4,9,6,-0.500,4.500,6.500,5.059619e-2,8.106403e-12,4.053202e-16
5,9,6,0.500,4.500,6.500,1.108900e-1,1.776653e-11,8.883266e-16
6,9,6,1.500,4.500,6.500,1.740954e-1,2.789316e-11,1.394658e-15
7,9,6,2.500,4.500,6.500,6.553615e-2,1.050005e-11,5.250024e-16
8,9,6,3.500,4.500,6.500,8.846425e-2,1.417354e-11,7.086768e-16
9,9,6,4.500,4.500,6.500,1.542363e-1,2.471138e-11,1.235569e-15
0,0,7,-4.500,-4.500,7.500,2.334523e-2,3.740318e-12,1.870159e-16
1,0,7,-3.500,-4.500,7.500,5.220350e-2,8.363923e-12,4.181961e-16
2,0,7,-2.500,-4.500,7.500,1.596104e-1,2.557241e-11,1.278620e-15
3,0,7,-1.500,-4.500,7.500,5.977702e-2,9.577335e-12,4.788667e-16
4,0,7,-0.500,-4.500,7.500,2.920004e-1,4.678362e-11,2.339181e-15
5,0,7,0.500,-4.500,7.500,1.035202e-1,1.658576e-11,8.292879e-16
6,0,7,1.500,-4.500,7.500,8.632233e-2,1.383036e-11,6.915181e-16
7,0,7,2.500,-4.500,7.500,5.438404e-2,8.713283e-12,4.356642e-16
8,0,7,3.500,-4.500,7.500,4.893611e-2,7.840430e-12,3.920215e-16
9,0,7,4.500,-4.500,7.500,2.859691e-2,4.581730e-12,2.290865e-16
0,1,7,-4.500,-3.500,7.500,2.756907e-2,4.417051e-12,2.208526e-16
1,1,7,-3.500,-3.500,7.500,8.104536e-2,1.298490e-11,6.492449e-16
2,1,7,-2.500,-3.500,7.500,4.061185e-2,6.506735e-12,3.253368e-16
3,1,7,-1.500,-3.500,7.500,7.517562e-2,1.204446e-11,6.022231e-16
4,1,7,-0.500,-3.500,7.500,8.828287e-2,1.414447e-11,7.072237e-16
5,1,7,0.500,-3.500,7.500,8.994343e-2,1.441053e-11,7.205263e-16
6,1,7,1.500,-3.500,7.500,1.875639e-1,3.005105e-11,1.502553e-15
7,1,7,2.500,-3.500,7.500,1.935272e-1,3.100648e-11,1.550324e-15
8,1,7,3.500,-3.500,7.500,6.613717e-2,1.059634e-11,5.298172e-16
9,1,7,4.500,-3.500,7.500,7.324175e-2,1.173462e-11,5.867311e-16
0,2,7,-4.500,-2.500,7.500,1.053865e-1,1.688478e-11,8.442391e-16
1,2,7,-3.500,-2.500,7.500,2.283833e-1,3.659104e-11,1.829552e-15
2,2,7,-2.500,-2.500,7.500,1.917094e-1,3.071523e-11,1.535762e-15
3,2,7,-1.500,-2.500,7.500,1.439260e-1,2.305949e-11,1.152975e-15
4,2,7,-0.500,-2.500,7.500,1.256801e-1,2.013618e-11,1.006809e-15
5,2,7,0.500,-2.500,7.500,1.482936e-1,2.375925e-11,1.187963e-15
6,2,7,1.500,-2.500,7.500,2.969681e-1,4.757954e-11,2.378977e-15
7,2,7,2.500,-2.500,7.500,1.878481e-1,3.009659e-11,1.504830e-15
8,2,7,3.500,-2.500,7.500,5.218790e-2,8.361424e-12,4.180712e-16
9,2,7,4.500,-2.500,7.500,1.147993e-1,1.839288e-11,9.196439e-16
0,3,7,-4.500,-1.500,7.500,1.150281e-1,1.842953e-11,9.214763e-16
1,3,7,-3.500,-1.500,7.500,8.497549e-2,1.361457e-11,6.807287e-16
2,3,7,-2.500,-1.500,7.500,3.423074e-1,5.484370e-11,2.742185e-15
3,3,7,-1.500,-1.500,7.500,1.709473e-1,2.738878e-11,1.369439e-15
4,3,7,-0.500,-1.500,7.500,3.381046e-1,5.417032e-11,2.708516e-15
5,3,7,0.500,-1.500,7.500,3.308891e-1,5.301428e-11,2.650714e-15
6,3,7,1.500,-1.500,7.500,3.858574e-1,6.182117e-11,3.091058e-15
7,3,7,2.500,-1.500,7.500,3.328003e-1,5.332048e-11,2.666024e-15
8,3,7,3.500,-1.500,7.500,1.287836e-1,2.063341e-11,1.031670e-15
9,3,7,4.500,-1.500,7.500,1.152609e-1,1.846684e-11,9.233418e-16
0,4,7,-4.500,-0.500,7.500,4.078300e-2,6.534158e-12,3.267079e-16
1,4,7,-3.500,-0.500,7.500,1.497380e-1,2.399067e-11,1.199534e-15
2,4,7,-2.500,-0.500,7.500,3.108154e-1,4.979812e-11,2.489906e-15
3,4,7,-1.500,-0.500,7.500,4.502526e-1,7.213842e-11,3.606921e-15
4,4,7,-0.500,-0.500,7.500,1.234112e0,1.977266e-10,9.886330e-15
5,4,7,0.500,-0.500,7.500,1.200786e0,1.923872e-10,9.619358e-15
6,4,7,1.500,-0.500,7.500,4.576432e-1,7.332252e-11,3.666126e-15
7,4,7,2.500,-0.500,7.500,1.953885e-1,3.130469e-11,1.565235e-15
8,4,7,3.500,-0.500,7.500,2.743789e-1,4.396035e-11,2.198018e-15
9,4,7,4.500,-0.500,7.500,4.625059e-2,7.410161e-12,3.705081e-16
0,5,7,-4.500,0.500,7.500,1.724686e-1,2.763251e-11,1.381626e-15
1,5,7,-3.500,0.500,7.500,7.625444e-2,1.221731e-11,6.108654e-16
2,5,7,-2.500,0.500,7.500,3.609645e-1,5.783290e-11,2.891645e-15
3,5,7,-1.500,0.500,7.500,5.120116e-1,8.203330e-11,4.101665e-15
4,5,7,-0.500,0.500,7.500,1.143788e0,1.832550e-10,9.162749e-15
5,5,7,0.500,0.500,7.500,1.430760e1,2.292331e-9,1.146165e-13
6,5,7,1.500,0.500,7.500,4.779648e-1,7.657841e-11,3.828920e-15
7,5,7,2.500,0.500,7.500,1.710142e-1,2.739949e-11,1.369975e-15
8,5,7,3.500,0.500,7.500,2.913906e-2,4.668591e-12,2.334296e-16
9,5,7,4.500,0.500,7.500,6.309637e-2,1.010915e-11,5.054577e-16
0,6,7,-4.500,1.500,7.500,3.986506e-2,6.387086e-12,3.193543e-16
1,6,7,-3.500,1.500,7.500,1.361163e-1,2.180824e-11,1.090412e-15
2,6,7,-2.500,1.500,7.500,1.788352e-1,2.865255e-11,1.432628e-15
3,6,7,-1.500,1.500,7.500,2.747110e-1,4.401355e-11,2.200677e-15
4,6,7,-0.500,1.500,7.500,5.108811e-1,8.185217e-11,4.092608e-15
5,6,7,0.500,1.500,7.500,4.290839e-1,6.874681e-11,3.437341e-15
6,6,7,1.500,1.500,7.500,2.892180e-1,4.633783e-11,2.316891e-15
7,6,7,2.500,1.500,7.500,2.074499e-1,3.323714e-11,1.661857e-15
8,6,7,3.500,1.500,7.500,9.419499e-2,1.509170e-11,7.545850e-16
9,6,7,4.500,1.500,7.500,9.393074e-2,1.504936e-11,7.524682e-16
0,7,7,-4.500,2.500,7.500,1.181993e-1,1.893761e-11,9.468805e-16
1,7,7,-3.500,2.500,7.500,7.290312e-2,1.168037e-11,5.840184e-16
2,7,7,-2.500,2.500,7.500,9.528030e-2,1.526559e-11,7.632794e-16
3,7,7,-1.500,2.500,7.500,1.663231e-1,2.664790e-11,1.332395e-15
4,7,7,-0.500,2.500,7.500,2.924173e-1,4.685041e-11,2.342521e-15
5,7,7,0.500,2.500,7.500,2.456994e-1,3.936538e-11,1.968269e-15
6,7,7,1.500,2.500,7.500,1.606926e-1,2.574579e-11,1.287289e-15
7,7,7,2.500,2.500,7.500,2.689034e-1,4.308308e-11,2.154154e-15
8,7,7,3.500,2.500,7.500,1.747444e-1,2.799714e-11,1.399857e-15
9,7,7,4.500,2.500,7.500,1.169612e-1,1.873924e-11,9.369622e-16
0,8,7,-4.500,3.500,7.500,3.218206e-2,5.156134e-12,2.578067e-16
1,8,7,-3.500,3.500,7.500,9.552055e-2,1.530408e-11,7.652039e-16
2,8,7,-2.500,3.500,7.500,1.675057e-1,2.683737e-11,1.341868e-15
3,8,7,-1.500,3.500,7.500,1.497437e-1,2.399159e-11,1.199579e-15
4,8,7,-0.500,3.500,7.500,2.793807e-1,4.476172e-11,2.238086e-15
5,8,7,0.500,3.500,7.500,8.900463e-2,1.426011e-11,7.130057e-16
6,8,7,1.500,3.500,7.500,7.176195e-2,1.149753e-11,5.748766e-16
7,8,7,2.500,3.500,7.500,1.070437e-1,1.715029e-11,8.575145e-16
8,8,7,3.500,3.500,7.500,1.016720e-1,1.628965e-11,8.144826e-16
9,8,7,4.500,3.500,7.500,1.387113e-2,2.222400e-12,1.111200e-16
0,9,7,-4.500,4.500,7.500,3.130353e-2,5.015378e-12,2.507689e-16
1,9,7,-3.500,4.500,7.500,1.174530e-1,1.881804e-11,9.409020e-16
2,9,7,-2.500,4.500,7.500,4.167241e-2,6.676656e-12,3.338328e-16
3,9,7,-1.500,4.500,7.500,1.585730e-1,2.540619e-11,1.270310e-15
4,9,7,-0.500,4.500,7.500,3.915365e-2,6.273106e-12,3.136553e-16
5,9,7,0.500,4.500,7.500,5.750342e-2,9.213064e-12,4.606532e-16
6,9,7,1.500,4.500,7.500,4.509077e-2,7.224338e-12,3.612169e-16
7,9,7,2.500,4.500,7.500,6.273469e-2,1.005121e-11,5.025603e-16
8,9,7,3.500,4.500,7.500,1.209036e-2,1.937089e-12,9.685444e-17
9,9,7,4.500,4.500,7.500,5.872857e-2,9.409355e-12,4.704677e-16
0,0,8,-4.500,-4.500,8.500,1.893467e-3,3.033668e-13,1.516834e-17
1,0,8,-3.500,-4.500,8.500,2.432345e-2,3.897046e-12,1.948523e-16
2,0,8,-2.500,-4.500,8.500,3.945978e-2,6.322154e-12,3.161077e-16
3,0,8,-1.500,-4.500,8.500,8.757580e-2,1.403119e-11,7.015595e-16
4,0,8,-0.500,-4.500,8.500,4.439343e-2,7.112612e-12,3.556306e-16
5,0,8,0.500,-4.500,8.500,7.835618e-2,1.255404e-11,6.277022e-16
6,0,8,1.500,-4.500,8.500,1.221620e-1,1.957252e-11,9.786259e-16
7,0,8,2.500,-4.500,8.500,6.592510e-2,1.056237e-11,5.281183e-16
8,0,8,3.500,-4.500,8.500,1.309536e-1,2.098109e-11,1.049054e-15
9,0,8,4.500,-4.500,8.500,1.724034e-2,2.762208e-12,1.381104e-16
0,1,8,-4.500,-3.500,8.500,2.149332e-2,3.443610e-12,1.721805e-16
1,1,8,-3.500,-3.500,8.500,3.409592e-2,5.462769e-12,2.731384e-16
2,1,8,-2.500,-3.500,8.500,9.337761e-2,1.496074e-11,7.480371e-16
3,1,8,-1.500,-3.500,8.500,8.685849e-2,1.391626e-11,6.958132e-16
4,1,8,-0.500,-3.500,8.500,9.550950e-2,1.530231e-11,7.651154e-16
5,1,8,0.500,-3.500,8.500,1.031741e-1,1.653032e-11,8.265160e-16
6,1,8,1.500,-3.500,8.500,1.859362e-1,2.979026e-11,1.489513e-15
7,1,8,2.500,-3.500,8.500,4.588334e-2,7.351321e-12,3.675660e-16
8,1,8,3.500,-3.500,8.500,8.782194e-2,1.407063e-11,7.035313e-16
9,1,8,4.500,-3.500,8.500,6.010256e-2,9.629492e-12,4.814746e-16
0,2,8,-4.500,-2.500,8.500,1.342770e-1,2.151355e-11,1.075677e-15
1,2,8,-3.500,-2.500,8.500,1.118300e-1,1.791713e-11,8.958567e-16
2,2,8,-2.500,-2.500,8.500,8.053616e-2,1.290332e-11,6.451658e-16
3,2,8,-1.500,-2.500,8.500,2.990574e-1,4.791428e-11,2.395714e-15
4,2,8,-0.500,-2.500,8.500,2.510317e-1,4.021971e-11,2.010986e-15
5,2,8,0.500,-2.500,8.500,1.954326e-1,3.131176e-11,1.565588e-15
6,2,8,1.500,-2.500,8.500,1.512837e-1,2.423832e-11,1.211916e-15
7,2,8,2.500,-2.500,8.500,2.109683e-1,3.380085e-11,1.690043e-15
8,2,8,3.500,-2.500,8.500,2.522037e-2,4.040749e-12,2.020374e-16
9,2,8,4.500,-2.500,8.500,3.429697e-2,5.494980e-12,2.747490e-16
0,3,8,-4.500,-1.500,8.500,3.856379e-3,6.178600e-13,3.089300e-17
1,3,8,-3.500,-1.500,8.500,1.344783e-1,2.154579e-11,1.077290e-15
2,3,8,-2.500,-1.500,8.500,2.149627e-1,3.444081e-11,1.722041e-15
3,3,8,-1.500,-1.500,8.500,2.152677e-1,3.448968e-11,1.724484e-15
4,3,8,-0.500,-1.500,8.500,2.544381e-1,4.076548e-11,2.038274e-15
5,3,8,0.500,-1.500,8.500,1.437322e-1,2.302844e-11,1.151422e-15
6,3,8,1.500,-1.500,8.500,2.365020e-1,3.789179e-11,1.894590e-15
7,3,8,2.500,-1.500,8.500,1.599310e-1,2.562378e-11,1.281189e-15
8,3,8,3.500,-1.500,8.500,7.970697e-2,1.277046e-11,6.385232e-16
9,3,8,4.500,-1.500,8.500,5.362240e-2,8.591255e-12,4.295628e-16
0,4,8,-4.500,-0.500,8.500,1.233825e-1,1.976806e-11,9.884031e-16
1,4,8,-3.500,-0.500,8.500,9.310254e-2,1.491667e-11,7.458335e-16
2,4,8,-2.500,-0.500,8.500,3.549710e-1,5.687262e-11,2.843631e-15
3,4,8,-1.500,-0.500,8.500,3.095269e-1,4.959168e-11,2.479584e-15
4,4,8,-0.500,-0.500,8.500,8.343796e-1,1.336823e-10,6.684117e-15
5,4,8,0.500,-0.500,8.500,7.698217e-1,1.233390e-10,6.166952e-15
6,4,8,1.500,-0.500,8.500,2.758702e-1,4.419928e-11,2.209964e-15
7,4,8,2.500,-0.500,8.500,1.381926e-1,2.214089e-11,1.107045e-15
8,4,8,3.500,-0.500,8.500,1.111796e-1,1.781294e-11,8.906470e-16
9,4,8,4.500,-0.500,8.500,8.344431e-2,1.336925e-11,6.684626e-16
0,5,8,-4.500,0.500,8.500,1.760058e-1,2.819924e-11,1.409962e-15
1,5,8,-3.500,0.500,8.500,1.072478e-1,1.718300e-11,8.591498e-16
2,5,8,-2.500,0.500,8.500,2.328104e-1,3.730034e-11,1.865017e-15
3,5,8,-1.500,0.500,8.500,3.268366e-1,5.236499e-11,2.618250e-15
4,5,8,-0.500,0.500,8.500,8.137571e-1,1.303783e-10,6.518913e-15
5,5,8,0.500,0.500,8.500,1.311795e1,2.101727e-9,1.050863e-13
6,5,8,1.500,0.500,8.500,1.938725e-1,3.106181e-11,1.553090e-15
7,5,8,2.500,0.500,8.500,2.569526e-1,4.116835e-11,2.058418e-15
8,5,8,3.500,0.500,8.500,1.691047e-1,2.709356e-11,1.354678e-15
9,5,8,4.500,0.500,8.500,1.089259e-1,1.745185e-11,8.725925e-16
0,6,8,-4.500,1.500,8.500,3.053402e-2,4.892090e-12,2.446045e-16
1,6,8,-3.500,1.500,8.500,3.509765e-2,5.623263e-12,2.811632e-16
2,6,8,-2.500,1.500,8.500,2.033415e-1,3.257890e-11,1.628945e-15
3,6,8,-1.500,1.500,8.500,2.073501e-1,3.322114e-11,1.661057e-15
4,6,8,-0.500,1.500,8.500,3.113523e-1,4.988413e-11,2.494207e-15
5,6,8,0.500,1.500,8.500,2.128217e-1,3.409779e-11,1.704889e-15
6,6,8,1.500,1.500,8.500,2.661745e-1,4.264585e-11,2.132293e-15
7,6,8,2.500,1.500,8.500,1.038612e-1,1.664039e-11,8.320195e-16
8,6,8,3.500,1.500,8.500,1.066871e-1,1.709316e-11,8.546578e-16
9,6,8,4.500,1.500,8.500,5.905989e-2,9.462437e-12,4.731218e-16
0,7,8,-4.500,2.500,8.500,1.881755e-1,3.014904e-11,1.507452e-15
1,7,8,-3.500,2.500,8.500,7.933766e-2,1.271129e-11,6.355647e-16
2,7,8,-2.500,2.500,8.500,1.658758e-1,2.657624e-11,1.328812e-15
3,7,8,-1.500,2.500,8.500,1.551725e-1,2.486138e-11,1.243069e-15
4,7,8,-0.500,2.500,8.500,1.827205e-1,2.927505e-11,1.463752e-15
5,7,8,0.500,2.500,8.500,1.719300e-1,2.754622e-11,1.377311e-15
6,7,8,1.500,2.500,8.500,2.225835e-1,3.566182e-11,1.783091e-15
7,7,8,2.500,2.500,8.500,8.045798e-2,1.289079e-11,6.445395e-16
8,7,8,3.500,2.500,8.500,2.394394e-1,3.836243e-11,1.918121e-15
9,7,8,4.500,2.500,8.500,3.924613e-2,6.287924e-12,3.143962e-16
0,8,8,-4.500,3.500,8.500,4.484450e-2,7.184882e-12,3.592441e-16
1,8,8,-3.500,3.500,8.500,1.174761e-2,1.882175e-12,9.410875e-17
2,8,8,-2.500,3.500,8.500,7.868949e-2,1.260745e-11,6.303723e-16
3,8,8,-1.500,3.500,8.500,1.184537e-1,1.897838e-11,9.489191e-16
4,8,8,-0.500,3.500,8.500,1.478096e-1,2.368171e-11,1.184086e-15
5,8,8,0.500,3.500,8.500,1.328854e-1,2.129059e-11,1.064530e-15
6,8,8,1.500,3.500,8.500,7.830551e-2,1.254593e-11,6.272963e-16
7,8,8,2.500,3.500,8.500,8.985953e-2,1.439708e-11,7.198542e-16
8,8,8,3.500,3.500,8.500,1.398167e-1,2.240110e-11,1.120055e-15
9,8,8,4.500,3.500,8.500,1.091584e-1,1.748911e-11,8.744554e-16
0,9,8,-4.500,4.500,8.500,3.593190e-2,5.756925e-12,2.878462e-16
1,9,8,-3.500,4.500,8.500,9.972223e-2,1.597726e-11,7.988631e-16
2,9,8,-2.500,4.500,8.500,8.263774e-2,1.324003e-11,6.620013e-16
3,9,8,-1.500,4.500,8.500,2.662786e-2,4.266253e-12,2.133126e-16
4,9,8,-0.500,4.500,8.500,7.212344e-2,1.155545e-11,5.777725e-16
5,9,8,0.500,4.500,8.500,2.900659e-2,4.647368e-12,2.323684e-16
6,9,8,1.500,4.500,8.500,4.102418e-2,6.572798e-12,3.286399e-16
7,9,8,2.500,4.500,8.500,3.778085e-2,6.053159e-12,3.026579e-16
8,9,8,3.500,4.500,8.500,8.409815e-2,1.347401e-11,6.737005e-16
9,9,8,4.500,4.500,8.500,8.411122e-2,1.347610e-11,6.738051e-16
0,0,9,-4.500,-4.500,9.500,5.399419e-2,8.650823e-12,4.325412e-16
1,0,9,-3.500,-4.500,9.500,8.493211e-3,1.360762e-12,6.803812e-17
